case_id,input_kind,mutation,command_name,command,exit_code,stdout_nonempty,stderr_nonempty,output_file_created,output_file_nonempty,accepted,verdict,stdout_has_object_marker,output_file_has_object_marker,stderr_excerpt
pubkey_der_malformed_indefinite_len_storeutl,pubkey_der,malformed_indefinite_len,storeutl,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl storeutl artifacts/triage/ossl_store_full_consumption/inputs/pubkey_der_malformed_indefinite_len.der,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
pubkey_der_truncated_integer_storeutl,pubkey_der,truncated_integer,storeutl,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl storeutl artifacts/triage/ossl_store_full_consumption/inputs/pubkey_der_truncated_integer.der,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
pubkey_der_truncated_bit_string_storeutl,pubkey_der,truncated_bit_string,storeutl,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl storeutl artifacts/triage/ossl_store_full_consumption/inputs/pubkey_der_truncated_bit_string.der,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
pubkey_der_bad_asn1_tag_storeutl,pubkey_der,bad_asn1_tag,storeutl,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl storeutl artifacts/triage/ossl_store_full_consumption/inputs/pubkey_der_bad_asn1_tag.der,0,True,True,False,False,True,app_command_accepts_with_warning,True,False,40A7EA8B67780000:error:1608010C:STORE routines:ossl_store_handle_load_result:unsupported:crypto/store/store_result.c:160:provider=default
pubkey_der_valid_null_then_malformed_seq_storeutl,pubkey_der,valid_null_then_malformed_seq,storeutl,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl storeutl artifacts/triage/ossl_store_full_consumption/inputs/pubkey_der_valid_null_then_malformed_seq.der,0,True,True,False,False,True,app_command_accepts_with_warning,True,False,409760CBE07E0000:error:1608010C:STORE routines:ossl_store_handle_load_result:unsupported:crypto/store/store_result.c:160:provider=default
x509_der_baseline_empty_x509_noout,x509_der,baseline_empty,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_baseline_empty.der -noout,0,False,False,False,False,True,baseline_accepts_clean_object,False,False,
x509_der_baseline_empty_x509_text_noout,x509_der,baseline_empty,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_baseline_empty.der -text -noout,0,True,False,False,False,True,baseline_accepts_clean_object,True,False,
x509_der_baseline_empty_x509_pubkey_noout,x509_der,baseline_empty,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_baseline_empty.der -pubkey -noout,0,True,False,False,False,True,baseline_accepts_clean_object,True,False,
x509_der_baseline_empty_x509_fingerprint_noout,x509_der,baseline_empty,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_baseline_empty.der -fingerprint -noout,0,True,False,False,False,True,baseline_accepts_clean_object,True,False,
x509_der_baseline_empty_x509_outform_pem,x509_der,baseline_empty,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_baseline_empty.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_baseline_empty.pem,0,False,False,True,True,True,baseline_accepts_clean_object,False,True,
x509_der_malformed_partial_sequence_x509_noout,x509_der,malformed_partial_sequence,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_partial_sequence.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_malformed_partial_sequence_x509_text_noout,x509_der,malformed_partial_sequence,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_partial_sequence.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_partial_sequence_x509_pubkey_noout,x509_der,malformed_partial_sequence,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_partial_sequence.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_partial_sequence_x509_fingerprint_noout,x509_der,malformed_partial_sequence,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_partial_sequence.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_partial_sequence_x509_outform_pem,x509_der,malformed_partial_sequence,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_partial_sequence.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_malformed_partial_sequence.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
x509_der_malformed_oversized_len_x509_noout,x509_der,malformed_oversized_len,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_oversized_len.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_malformed_oversized_len_x509_text_noout,x509_der,malformed_oversized_len,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_oversized_len.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_oversized_len_x509_pubkey_noout,x509_der,malformed_oversized_len,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_oversized_len.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_oversized_len_x509_fingerprint_noout,x509_der,malformed_oversized_len,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_oversized_len.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_oversized_len_x509_outform_pem,x509_der,malformed_oversized_len,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_oversized_len.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_malformed_oversized_len.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
x509_der_malformed_indefinite_len_x509_noout,x509_der,malformed_indefinite_len,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_indefinite_len.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_malformed_indefinite_len_x509_text_noout,x509_der,malformed_indefinite_len,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_indefinite_len.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_indefinite_len_x509_pubkey_noout,x509_der,malformed_indefinite_len,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_indefinite_len.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_indefinite_len_x509_fingerprint_noout,x509_der,malformed_indefinite_len,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_indefinite_len.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_malformed_indefinite_len_x509_outform_pem,x509_der,malformed_indefinite_len,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_malformed_indefinite_len.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_malformed_indefinite_len.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
x509_der_truncated_integer_x509_noout,x509_der,truncated_integer,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_integer.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_truncated_integer_x509_text_noout,x509_der,truncated_integer,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_integer.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_truncated_integer_x509_pubkey_noout,x509_der,truncated_integer,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_integer.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_truncated_integer_x509_fingerprint_noout,x509_der,truncated_integer,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_integer.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_truncated_integer_x509_outform_pem,x509_der,truncated_integer,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_integer.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_truncated_integer.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
x509_der_truncated_bit_string_x509_noout,x509_der,truncated_bit_string,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_bit_string.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_truncated_bit_string_x509_text_noout,x509_der,truncated_bit_string,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_bit_string.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_truncated_bit_string_x509_pubkey_noout,x509_der,truncated_bit_string,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_bit_string.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_truncated_bit_string_x509_fingerprint_noout,x509_der,truncated_bit_string,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_bit_string.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_truncated_bit_string_x509_outform_pem,x509_der,truncated_bit_string,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_truncated_bit_string.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_truncated_bit_string.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
x509_der_bad_asn1_tag_x509_noout,x509_der,bad_asn1_tag,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_bad_asn1_tag.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_bad_asn1_tag_x509_text_noout,x509_der,bad_asn1_tag,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_bad_asn1_tag.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_bad_asn1_tag_x509_pubkey_noout,x509_der,bad_asn1_tag,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_bad_asn1_tag.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_bad_asn1_tag_x509_fingerprint_noout,x509_der,bad_asn1_tag,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_bad_asn1_tag.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_bad_asn1_tag_x509_outform_pem,x509_der,bad_asn1_tag,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_bad_asn1_tag.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_bad_asn1_tag.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
x509_der_valid_null_then_malformed_seq_x509_noout,x509_der,valid_null_then_malformed_seq,x509_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_valid_null_then_malformed_seq.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
x509_der_valid_null_then_malformed_seq_x509_text_noout,x509_der,valid_null_then_malformed_seq,x509_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_valid_null_then_malformed_seq.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_valid_null_then_malformed_seq_x509_pubkey_noout,x509_der,valid_null_then_malformed_seq,x509_pubkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_valid_null_then_malformed_seq.der -pubkey -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_valid_null_then_malformed_seq_x509_fingerprint_noout,x509_der,valid_null_then_malformed_seq,x509_fingerprint_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_valid_null_then_malformed_seq.der -fingerprint -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,True,False,
x509_der_valid_null_then_malformed_seq_x509_outform_pem,x509_der,valid_null_then_malformed_seq,x509_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl x509 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/x509_der_valid_null_then_malformed_seq.der -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/x509_valid_null_then_malformed_seq.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
pkcs8_der_baseline_empty_pkey_noout,pkcs8_der,baseline_empty,pkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_baseline_empty.der -noout,0,False,False,False,False,True,baseline_accepts_clean_object,False,False,
pkcs8_der_baseline_empty_pkey_text_noout,pkcs8_der,baseline_empty,pkey_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_baseline_empty.der -text -noout,0,True,False,False,False,True,baseline_accepts_clean_object,False,False,
pkcs8_der_baseline_empty_pkey_pubout,pkcs8_der,baseline_empty,pkey_pubout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_baseline_empty.der -pubout -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/pkey_pubout_baseline_empty.pem,0,False,False,True,True,True,baseline_accepts_clean_object,False,True,
pkcs8_der_baseline_empty_pkcs8_nocrypt_outform_pem,pkcs8_der,baseline_empty,pkcs8_nocrypt_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkcs8 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_baseline_empty.der -nocrypt -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/pkcs8_converted_baseline_empty.pem,0,False,False,True,True,True,baseline_accepts_clean_object,False,True,
pkcs8_der_malformed_partial_sequence_pkey_noout,pkcs8_der,malformed_partial_sequence,pkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_malformed_partial_sequence.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
pkcs8_der_malformed_partial_sequence_pkey_text_noout,pkcs8_der,malformed_partial_sequence,pkey_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_malformed_partial_sequence.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,False,False,
pkcs8_der_malformed_partial_sequence_pkey_pubout,pkcs8_der,malformed_partial_sequence,pkey_pubout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_malformed_partial_sequence.der -pubout -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/pkey_pubout_malformed_partial_sequence.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
pkcs8_der_malformed_partial_sequence_pkcs8_nocrypt_outform_pem,pkcs8_der,malformed_partial_sequence,pkcs8_nocrypt_outform_pem,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkcs8 -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_malformed_partial_sequence.der -nocrypt -outform PEM -out artifacts/triage/ossl_store_full_consumption/results/app_level_security_commands/outputs/pkcs8_converted_malformed_partial_sequence.pem,0,False,False,True,True,True,app_command_accepts_malformed_tail,False,True,
pkcs8_der_malformed_oversized_len_pkey_noout,pkcs8_der,malformed_oversized_len,pkey_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_malformed_oversized_len.der -noout,0,False,False,False,False,True,app_command_accepts_malformed_tail,False,False,
pkcs8_der_malformed_oversized_len_pkey_text_noout,pkcs8_der,malformed_oversized_len,pkey_text_noout,/home/wen/work/clean_sources/openssl-3.5.5/apps/openssl pkey -inform DER -in artifacts/triage/ossl_store_full_consumption/inputs/pkcs8_der_malformed_oversized_len.der -text -noout,0,True,False,False,False,True,app_command_accepts_malformed_tail,False,False,
